,Title,Item,Platform,Division,Sales Units,Sales Amount,Month,Coop_expense,Paid_PP,Material_COGS,Royalty,Marginal Profit
13,03-2026 : Trails beyond the Horizon : Trails beyond the Horizon NSW,TBH1-NSW-EU-VG-DX,NSW,EU Games,,,,,,,,0.0
14,03-2026 : Trails beyond the Horizon : Trails beyond the Horizon NSW,TBH1-NSW-US-VG-DX,NSW,NA Games,,,,,,,,0.0
15,03-2026 : Trails beyond the Horizon,TBH1-GDS-EU-VG-PE-BOX,GDS,EU Games : EU Games-STORE,,,,,,,,0.0
16,03-2026 : Trails beyond the Horizon,TBH1-GDS-WS-OSL1,GDS,NA Games : NA Games-STORE,,,,,,,,0.0
17,03-2026 : Trails beyond the Horizon,TBH1-GDS-EU-OSL1,GDS,EU Games : EU Games-STORE,,,,,,,,0.0
18,03-2026 : Trails beyond the Horizon,TBH1-GDS-EU-ABK1,GDS,EU Games : EU Games-STORE,,,,,,,,0.0
19,03-2026 : Trails beyond the Horizon : Trails beyond the Horizon PS5,TBH1-PS5-EU-VG-DX-BLX,PS4,EU Games,,,,,,,,0.0
20,03-2026 : Trails beyond the Horizon : Trails beyond the Horizon PS5,TBH1-PS5-EU-VG-DX-UK,PS4,EU Games,,,,,,,,0.0
21,03-2026 : Trails beyond the Horizon : Trails beyond the Horizon PS5,TBH1-PS5-EU-VG-DX-FR,PS4,EU Games,,,,,,,,0.0
22,03-2026 : Trails beyond the Horizon : Trails beyond the Horizon PS5,TBH1-PS5-EU-VG-DX-AU,PS4,EU Games,,,,,,,,0.0
23,03-2026 : Trails beyond the Horizon : Trails beyond the Horizon PS5,TBH1-PS5-EU-VG-DX-IT,PS4,EU Games,,,,,,,,0.0
24,03-2026 : Trails beyond the Horizon : Trails beyond the Horizon PS5,TBH1-PS5-EU-VG-DX-SP,PS4,EU Games,,,,,,,,0.0
25,03-2026 : Trails beyond the Horizon : Trails beyond the Horizon PS5,TBH1-PS5-EU-VG-DX-DE,PS4,EU Games,,,,,,,,0.0
26,03-2026 : Trails beyond the Horizon : Trails beyond the Horizon PS5,TBH1-PS5-EU-VG-DX,PS4,EU Games,,,,,,,,0.0
27,03-2026 : Trails beyond the Horizon : Trails beyond the Horizon PS4,TBH1-PS4-EU-VG-DX-BLX,PS4,EU Games,,,,,,,,0.0
28,03-2026 : Trails beyond the Horizon : Trails beyond the Horizon PS4,TBH1-PS4-EU-VG-DX-UK,PS4,EU Games,,,,,,,,0.0
29,03-2026 : Trails beyond the Horizon : Trails beyond the Horizon PS4,TBH1-PS4-EU-VG-DX-FR,PS4,EU Games,,,,,,,,0.0
30,03-2026 : Trails beyond the Horizon : Trails beyond the Horizon PS4,TBH1-PS4-EU-VG-DX-AU,PS4,EU Games,,,,,,,,0.0
31,03-2026 : Trails beyond the Horizon : Trails beyond the Horizon PS4,TBH1-PS4-EU-VG-DX-IT,PS4,EU Games,,,,,,,,0.0
32,03-2026 : Trails beyond the Horizon : Trails beyond the Horizon PS4,TBH1-PS4-EU-VG-DX-SP,PS4,EU Games,,,,,,,,0.0
33,03-2026 : Trails beyond the Horizon : Trails beyond the Horizon PS4,TBH1-PS4-EU-VG-DX-DE,PS4,EU Games,,,,,,,,0.0
34,03-2026 : Trails beyond the Horizon : Trails beyond the Horizon PS4,TBH1-PS4-EU-VG-DX,PS4,EU Games,,,,,,,,0.0
35,03-2026 : Trails beyond the Horizon : Trails beyond the Horizon PS5,TBH1-PS5-US-VG-DX,PS5,NA Games,,,,,,,,0.0
36,03-2026 : Trails beyond the Horizon : Trails beyond the Horizon PS4,TBH1-PS4-US-VG-DX,PS4,NA Games,,,,,,,,0.0
37,03-2026 : Trails beyond the Horizon,TBH1-GDS-WS-VG-PE-BOX,GDS,NA Games : NA Games-STORE,,,,,,,,0.0
38,Goods,TBH1-OTH-WS-PLU3,OTH,NA Games : NA Games-STORE,,,,,,,,0.0
39,Goods,TBH1-OTH-WS-PLU2,OTH,NA Games : NA Games-STORE,,,,,,,,0.0
40,Goods,TBH1-OTH-WS-PLU1,OTH,NA Games : NA Games-STORE,,,,,,,,0.0
41,03-2026 : Trails beyond the Horizon,TBH1-GDS-WS-OST1,GDS,NA Games : NA Games-STORE,,,,,,,,0.0
42,03-2025 : Phantom Brave 2,TBH1-GDS-WS-DIG1-ASM,GDS,NA Games : NA Games-STORE,,,,,,,,0.0
43,03-2026 : Trails beyond the Horizon,TBH1-GDS-WS-DIG1,GDS,NA Games : NA Games-STORE,,,,,,,,0.0
44,03-2026 : Trails beyond the Horizon,TBH1-GDS-WS-ABK1,GDS,NA Games : NA Games-STORE,,,,,,,,0.0
45,03-2022 : Cruel King and Great Hero : Cruel King and Great Hero PS4,TCK1-PS4-EU-VGN-ASM-UK,,EU Games,,,,,,,,0.0
46,03-2022 : Cruel King and Great Hero : Cruel King and Great Hero PS4,TCK1-PS4-EU-VGN-ASM,,EU Games,,,,,,,,0.0
47,03-2022 : Cruel King and Great Hero : Cruel King and Great Hero PS4,TCK1-PS4-EU-VGN-UK,PS4,EU Games,,,,,,,,0.0
48,03-2022 : Cruel King and Great Hero : Cruel King and Great Hero PS4,TCK1-PS4-EU-VGN,PS4,EU Games,,,,,,,,0.0
49,03-2022 : NIS Classics Volume 2 : NIS Classics Volume 2 NSW,NAC2-NSW-EU-VGN-UK,NSW,EU Games,,,,,,,,0.0
50,03-2022 : NIS Classics Volume 2,NAC2-NSW-EU-VGN,NSW,EU Games,,,,,,,,0.0
51,03-2022 : NIS Classics Volume 2,NAC2-NSW-EU-VGN-ASM-UK,NSW,EU Games,,,,,,,,0.0
52,03-2022 : NIS Classics Volume 2,NAC2-NSW-EU-VGN-ASM,NSW,EU Games,,,,,,,,0.0
53,03-2022 : NIS Classics Volume 2,NAC2-NSW-EU-VGN - TEST,NSW,EU Games,,,,,,,,0.0
54,03-2022 : Cruel King and Great Hero,TCK1-NSW-EU-VGN-ASM-UK,TCK1-NSW-EU-VGN-ASM-UK The Cruel King and the Great Hero NSW (Standard Edition),EU Games,,,,,,,,0.0
55,03-2022 : Cruel King and Great Hero,TCK1-NSW-EU-VGN-ASM,TCK1-NSW-EU-VGN-ASM-UK The Cruel King and the Great Hero NSW (Standard Edition),EU Games,,,,,,,,0.0
56,03-2022 : Cruel King and Great Hero : Cruel King and Great Hero NSW,TCK1-NSW-EU-VGN-UK,NSW,EU Games,,,,,,,,0.0
57,03-2022 : Cruel King and Great Hero,TCK1-NSW-EU-VGN,NSW,EU Games,,,,,,,,0.0
58,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 STEAM,TTD2-STM-PC-VG-DAB,STM,PC : PC-Games,,,,,,,,0.0
59,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 STEAM,TTD2-STM-PC-VG-DLC,STM,PC : PC-Games,585.0,11045.62,2025-03,,,,,11045.62
60,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 STEAM,TTD2-STM-PC-VG-PE,STM,PC : PC-Games,1016.0,48134.93,2025-03,,,,,48134.93
61,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 STEAM,TTD2-STM-PC-VG-P1,STM,PC : PC-Games,1448.0,109173.46,2025-03,,,,,109173.46
62,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 STEAM,TTD2-STM-PC-VG-CMGF,STM,PC : PC-Games,2391.0,22.35,2025-03,,,,,22.35
63,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 STEAM,TTD2-STM-PC-VG,STM,PC : PC-Games,10354.0,461795.8,2025-03,,,,,461795.8
64,03-2026 : Trails beyond the Horizon,TBH1-GDS-EU-PSB1,,EU Games : EU Games-STORE,,,,,,,,0.0
65,03-2026 : Trails beyond the Horizon,TBH1-GDS-EU-NSB1,GDS,EU Games : EU Games-STORE,,,,,,,,0.0
66,03-2026 : Trails beyond the Horizon,TBH1-GDS-EU-STD1,GDS,NA Games : NA Games-STORE,,,,,,,,0.0
67,03-2026 : Trails beyond the Horizon,TBH1-GDS-WS-PSB1,PS4,NA Games : NA Games-STORE,,,,,,,,0.0
68,03-2026 : Trails beyond the Horizon,TBH1-GDS-WS-NSB1,PS4,NA Games : NA Games-STORE,,,,,,,,0.0
69,03-2026 : Trails beyond the Horizon,TBH1-GDS-WS-STD1,GDS,NA Games : NA Games-STORE,,,,,,,,0.0
70,03:2026 The Legend of Heroes: Trails beyond the Horizon,TBH1-NSW-US-CART,NSW,NA Games,,,,,,,,0.0
71,03-2026 : Trails beyond the Horizon : Trails beyond the Horizon PS4,TBH1-PS4-WS-VG-PE,PS4,NA Games : NA Games-STORE,,,,,,,,0.0
72,03-2026 : Trails beyond the Horizon : Trails beyond the Horizon PS5,TBH1-PS5-WS-VG-PE,PS5,NA Games : NA Games-STORE,,,,,,,,0.0
73,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 PS5,TTD2-PS5-US-VG-DLC,PS5,NA Games,1902.0,57042.98,2025-03,8017.2,14254.5,,,34771.280000000006
74,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 PS5,TTD2-PS5-US-VG-DLC,PS5,NA Games,1902.0,57042.98,2025-03,8017.2,6461.7,,,42564.08000000001
75,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 PS5,TTD2-PS5-US-VG-DLC,PS5,NA Games,1902.0,57042.98,2025-03,8017.2,367.2,,,48658.58000000001
76,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 PS5,TTD2-PS5-US-VG-PSN,PS5,NA Games,5304.0,267683.04,2025-03,8017.2,14254.5,,,245411.33999999997
77,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 PS5,TTD2-PS5-US-VG-PSN,PS5,NA Games,5304.0,267683.04,2025-03,8017.2,6461.7,,,253204.13999999996
78,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 PS5,TTD2-PS5-US-VG-PSN,PS5,NA Games,5304.0,267683.04,2025-03,8017.2,367.2,,,259298.63999999996
79,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 PS4,TTD2-PS4-US-VG-DLC,PS4,NA Games,108.0,3083.76,2025-03,673.2,1321.92,,,1088.64
80,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 PS4,TTD2-PS4-US-VG-DLC,PS4,NA Games,108.0,3083.76,2025-03,673.2,2970.75,,,-560.1899999999998
81,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 PS4,TTD2-PS4-US-VG-PSN,PS4,NA Games,282.0,13481.72,2025-03,673.2,1321.92,,,11486.599999999999
82,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 PS4,TTD2-PS4-US-VG-PSN,PS4,NA Games,282.0,13481.72,2025-03,673.2,2970.75,,,9837.769999999999
83,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 PS5,TTD2-PS5-EU-VG-DLC,PS5,EU Games,766.0,20208.22,2025-03,8017.2,14254.5,,,-2063.4799999999987
84,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 PS5,TTD2-PS5-EU-VG-DLC,PS5,EU Games,766.0,20208.22,2025-03,8017.2,6461.7,,,5729.320000000001
85,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 PS5,TTD2-PS5-EU-VG-DLC,PS5,EU Games,766.0,20208.22,2025-03,8017.2,367.2,,,11823.82
86,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 PS5,TTD2-PS5-EU-VG-PSNE,PS5,EU Games,2148.0,95603.45,2025-03,8017.2,14254.5,,,73331.75
87,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 PS5,TTD2-PS5-EU-VG-PSNE,PS5,EU Games,2148.0,95603.45,2025-03,8017.2,6461.7,,,81124.55
88,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 PS5,TTD2-PS5-EU-VG-PSNE,PS5,EU Games,2148.0,95603.45,2025-03,8017.2,367.2,,,87219.05
89,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 PS4,TTD2-PS4-EU-VG-DLC,PS4,EU Games,65.0,1516.83,2025-03,673.2,1321.92,,,-478.2900000000002
90,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 PS4,TTD2-PS4-EU-VG-DLC,PS4,EU Games,65.0,1516.83,2025-03,673.2,2970.75,,,-2127.12
91,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 PS4,TTD2-PS4-EU-VG-PSNE,PS4,EU Games,330.0,12821.23,2025-03,673.2,1321.92,,,10826.109999999999
92,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 PS4,TTD2-PS4-EU-VG-PSNE,PS4,EU Games,330.0,12821.23,2025-03,673.2,2970.75,,,9177.279999999999
93,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 EPIC,TTD2-EGS-PC-VG-PE,EGS,PC : PC-Games,1.0,27.27,2025-03,,,,,27.27
94,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 EPIC,TTD2-EGS-PC-VG,EGS,PC : PC-Games,8.0,412.6,2025-03,,,,,412.6
95,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 EPIC,TTD2-EGS-PC-DLC,EGS,PC : PC-Games,,,,,,,,0.0
96,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 NSW,TTD2-NSW-EU-eshop,NSW,EU Games,279.0,12586.73,2025-03,5810.32,4930.68,,,1845.7299999999996
97,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 NSW,TTD2-NSW-EU-eshop,NSW,EU Games,279.0,12586.73,2025-03,5810.32,15529.5,,,-8753.09
98,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 NSW,TTD2-NSW-EU-eshop,NSW,EU Games,279.0,12586.73,2025-03,5810.32,367.2,,,6409.209999999999
99,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 NSW,TTD2-NSW-US-eshop,NSW,NA Games,747.0,38465.81,2025-03,5810.32,4930.68,,,27724.809999999998
100,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 NSW,TTD2-NSW-US-eshop,NSW,NA Games,747.0,38465.81,2025-03,5810.32,15529.5,,,17125.989999999998
101,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 NSW,TTD2-NSW-US-eshop,NSW,NA Games,747.0,38465.81,2025-03,5810.32,367.2,,,32288.29
102,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 NSW,TTD2-NSW-US-eshop-DLC,NSW,NA Games,297.0,9137.78,2025-03,5810.32,4930.68,,,-1603.2199999999993
103,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 NSW,TTD2-NSW-US-eshop-DLC,NSW,NA Games,297.0,9137.78,2025-03,5810.32,15529.5,,,-12202.039999999999
104,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 NSW,TTD2-NSW-US-eshop-DLC,NSW,NA Games,297.0,9137.78,2025-03,5810.32,367.2,,,2960.26
105,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 NSW,TTD2-NSW-EU-eshop-DLC,NSW,EU Games,112.0,3311.46,2025-03,5810.32,4930.68,,,-7429.54
106,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 NSW,TTD2-NSW-EU-eshop-DLC,NSW,EU Games,112.0,3311.46,2025-03,5810.32,15529.5,,,-18028.36
107,03-2025 : Trails through Daybreak 2 : Trails through Daybreak 2 NSW,TTD2-NSW-EU-eshop-DLC,NSW,EU Games,112.0,3311.46,2025-03,5810.32,367.2,,,-2866.0599999999995
108,03-2025 : REYNATIS : REYNATIS STEAM,RNT1-TOM-PC-VG-P1,TOM,PC : PC-Games,116.0,4986.94,2025-02,,,,,4986.94
109,03-2025 : REYNATIS : REYNATIS STEAM,RNT1-TOM-PC-VG-PE,TOM,PC : PC-Games,3.0,118.23,2025-02,,,,,118.23
110,03-2025 : Ys 10 : Ys 10 STEAM,YSN1-TOM-PC-DLC,TOM,PC : PC-Games,,,,,,,,0.0
111,03-2025 : Ys 10 : Ys 10 STEAM,YSN1-TOM-PC-VG-P1,TOM,PC : PC-Games,53.0,3719.13,2025-02,,,,,3719.13
112,03-2025 : Ys 10 : Ys 10 STEAM,YSN1-TOM-PC-VG-PE,TOM,PC : PC-Games,63.0,2767.99,2025-02,,,,,2767.99
113,03-2025 : Ys 10 : Ys 10 STEAM,YSN1-TOM-PC-VG,TOM,PC : PC-Games,165.0,5389.69,2025-02,,,,,5389.69
114,03-2025 : REYNATIS : REYNATIS STEAM,RNT1-TOM-PC-DLC,TOM,PC : PC-Games,,,,,,,,0.0
115,03-2025 : REYNATIS : REYNATIS STEAM,RNT1-TOM-PC-VG,TOM,PC : PC-Games,14.0,483.4,2025-02,,,,,483.4
116,03-2025 : Phantom Brave 2 : Phantom Brave 2 STEAM,PBR2-STM-PC-VG-DAB,STM,PC : PC-Games,,,,,,,,0.0
117,03-2025 : Phantom Brave 2 : Phantom Brave 2 STEAM,PBR2-STM-PC-VG-CMGF,STM,PC : PC-Games,,,,,,,,0.0
118,03-2025 : Phantom Brave 2 : Phantom Brave 2 STEAM,PBR2-STM-PC-VG-DLC,STM,PC : PC-Games,,,,,,,,0.0
119,03-2025 : Phantom Brave 2 : Phantom Brave 2 STEAM,PBR2-STM-PC-VG-P1,STM,PC : PC-Games,,,,,,,,0.0
120,03-2025 : Phantom Brave 2 : Phantom Brave 2 STEAM,PBR2-STM-PC-VG-PE,STM,PC : PC-Games,,,,,,,,0.0
121,03-2025 : Phantom Brave 2 : Phantom Brave 2 STEAM,PBR2-STM-PC-VG,STM,PC : PC-Games,,,,,,,,0.0
122,03-2025 : Phantom Brave 2 : Phantom Brave 2 PS5,PBR2-PS5-US-VG-DLC,PS5,NA Games,775.0,3818.19,2025-03,,,,1909.1,1909.0900000000001
123,03-2025 : Phantom Brave 2 : Phantom Brave 2 PS5,PBR2-PS5-US-VG-DLC,PS5,NA Games,148.0,1244.22,2025-02,10379.52,11232.75,,622.11,-20990.160000000003
124,03-2025 : Phantom Brave 2 : Phantom Brave 2 PS5,PBR2-PS5-US-VG-DLC,PS5,NA Games,148.0,1244.22,2025-02,10379.52,2454.12,,622.11,-12211.53
125,03-2025 : Phantom Brave 2 : Phantom Brave 2 PS5,PBR2-PS5-US-VG-DLC,PS5,NA Games,148.0,1244.22,2025-02,10379.52,2104.0,,622.11,-11861.410000000002
126,03-2025 : Phantom Brave 2 : Phantom Brave 2 PS5,PBR2-PS5-US-VG-PSN,PS5,NA Games,560.0,27479.91,2025-03,,,,13739.96,13739.95
127,03-2025 : Phantom Brave 2 : Phantom Brave 2 PS5,PBR2-PS5-US-VG-PSN,PS5,NA Games,678.0,37302.18,2025-02,10379.52,11232.75,,18651.09,-2961.1800000000003
128,03-2025 : Phantom Brave 2 : Phantom Brave 2 PS5,PBR2-PS5-US-VG-PSN,PS5,NA Games,678.0,37302.18,2025-02,10379.52,2454.12,,18651.09,5817.449999999997
129,03-2025 : Phantom Brave 2 : Phantom Brave 2 PS5,PBR2-PS5-US-VG-PSN,PS5,NA Games,678.0,37302.18,2025-02,10379.52,2104.0,,18651.09,6167.57
130,03-2025 : Phantom Brave 2 : Phantom Brave 2 PS4,PBR2-PS4-US-VG-DLC,PS4,NA Games,27.0,248.93,2025-03,,,,124.47,124.46000000000001
131,03-2025 : Phantom Brave 2 : Phantom Brave 2 PS4,PBR2-PS4-US-VG-DLC,PS4,NA Games,6.0,38.8,2025-02,1058.76,1785.0,,19.4,-2824.36
132,03-2025 : Phantom Brave 2 : Phantom Brave 2 PS4,PBR2-PS4-US-VG-DLC,PS4,NA Games,6.0,38.8,2025-02,1058.76,286.36,,19.4,-1325.72
133,03-2025 : Phantom Brave 2 : Phantom Brave 2 PS4,PBR2-PS4-US-VG-DLC,PS4,NA Games,6.0,38.8,2025-02,1058.76,1185.24,,19.4,-2224.6
134,03-2025 : Phantom Brave 2 : Phantom Brave 2 PS4,PBR2-PS4-US-VG-PSN,PS4,NA Games,44.0,2279.61,2025-02,1058.76,1785.0,,1139.81,-1703.9599999999998
135,03-2025 : Phantom Brave 2 : Phantom Brave 2 PS4,PBR2-PS4-US-VG-PSN,PS4,NA Games,44.0,2279.61,2025-02,1058.76,286.36,,1139.81,-205.31999999999994
136,03-2025 : Phantom Brave 2 : Phantom Brave 2 PS4,PBR2-PS4-US-VG-PSN,PS4,NA Games,44.0,2279.61,2025-02,1058.76,1185.24,,1139.81,-1104.1999999999998
137,03-2025 : Phantom Brave 2 : Phantom Brave 2 PS4,PBR2-PS4-US-VG-PSN,PS4,NA Games,25.0,1061.86,2025-03,,,,530.93,530.93
138,03-2025 : Phantom Brave 2 : Phantom Brave 2 PS5,PBR2-PS5-EU-VG-DLC,PS5,EU Games,133.0,932.8,2025-03,,,,486.21,446.59
139,03-2025 : Phantom Brave 2 : Phantom Brave 2 PS5,PBR2-PS5-EU-VG-DLC,PS5,EU Games,48.0,369.31,2025-02,10379.52,11232.75,,185.37,-21428.329999999998
140,03-2025 : Phantom Brave 2 : Phantom Brave 2 PS5,PBR2-PS5-EU-VG-DLC,PS5,EU Games,48.0,369.31,2025-02,10379.52,2454.12,,185.37,-12649.7
141,03-2025 : Phantom Brave 2 : Phantom Brave 2 PS5,PBR2-PS5-EU-VG-DLC,PS5,EU Games,48.0,369.31,2025-02,10379.52,2104.0,,185.37,-12299.580000000002
142,03-2025 : Phantom Brave 2 : Phantom Brave 2 PS5,PBR2-PS5-EU-VG-PSNE,PS5,EU Games,211.0,10196.49,2025-02,10379.52,11232.75,,5117.94,-16533.72
143,03-2025 : Phantom Brave 2 : Phantom Brave 2 PS5,PBR2-PS5-EU-VG-PSNE,PS5,EU Games,211.0,10196.49,2025-02,10379.52,2454.12,,5117.94,-7755.09
144,03-2025 : Phantom Brave 2 : Phantom Brave 2 PS5,PBR2-PS5-EU-VG-PSNE,PS5,EU Games,211.0,10196.49,2025-02,10379.52,2104.0,,5117.94,-7404.97
145,03-2025 : Phantom Brave 2 : Phantom Brave 2 PS5,PBR2-PS5-EU-VG-PSNE,PS5,EU Games,209.0,9041.42,2025-03,,,,4712.77,4328.65
146,03-2025 : Phantom Brave 2 : Phantom Brave 2 PS4,PBR2-PS4-EU-VG-DLC,PS4,EU Games,23.0,20.46,2025-03,,,,10.66,9.8
147,03-2025 : Phantom Brave 2 : Phantom Brave 2 PS4,PBR2-PS4-EU-VG-PSNE,PS4,EU Games,15.0,631.59,2025-02,1058.76,1785.0,,317.02,-2529.19
148,03-2025 : Phantom Brave 2 : Phantom Brave 2 PS4,PBR2-PS4-EU-VG-PSNE,PS4,EU Games,15.0,631.59,2025-02,1058.76,286.36,,317.02,-1030.55
149,03-2025 : Phantom Brave 2 : Phantom Brave 2 PS4,PBR2-PS4-EU-VG-PSNE,PS4,EU Games,15.0,631.59,2025-02,1058.76,1185.24,,317.02,-1929.4299999999998
150,03-2025 : Phantom Brave 2 : Phantom Brave 2 PS4,PBR2-PS4-EU-VG-PSNE,PS4,EU Games,6.0,181.33,2025-03,,,,94.52,86.81000000000002
151,03-2025 : Phantom Brave 2 : Phantom Brave 2 NSW,PBR2-NSW-US-eshop,NSW,NA Games,458.0,23991.48,2025-02,12288.96,3939.75,,11995.74,-4232.969999999999
152,03-2025 : Phantom Brave 2 : Phantom Brave 2 NSW,PBR2-NSW-US-eshop,NSW,NA Games,458.0,23991.48,2025-02,12288.96,3597.54,,11995.74,-3890.76
153,03-2025 : Phantom Brave 2 : Phantom Brave 2 NSW,PBR2-NSW-US-eshop,NSW,NA Games,458.0,23991.48,2025-02,12288.96,2728.24,,11995.74,-3021.460000000001
154,03-2025 : Phantom Brave 2 : Phantom Brave 2 NSW,PBR2-NSW-US-eshop,NSW,NA Games,377.0,19493.63,2025-03,367.2,,,9746.82,9379.61
155,03-2025 : Phantom Brave 2 : Phantom Brave 2 NSW,PBR2-NSW-US-eshop-DLC,NSW,NA Games,443.0,4903.57,2025-03,367.2,,,2451.79,2084.58
156,03-2025 : Phantom Brave 2 : Phantom Brave 2 NSW,PBR2-NSW-US-eshop-DLC,NSW,NA Games,106.0,1902.39,2025-02,12288.96,3939.75,,951.2,-15277.52
157,03-2025 : Phantom Brave 2 : Phantom Brave 2 NSW,PBR2-NSW-US-eshop-DLC,NSW,NA Games,106.0,1902.39,2025-02,12288.96,3597.54,,951.2,-14935.31
158,03-2025 : Phantom Brave 2 : Phantom Brave 2 NSW,PBR2-NSW-US-eshop-DLC,NSW,NA Games,106.0,1902.39,2025-02,12288.96,2728.24,,951.2,-14066.01
159,03-2025 : Phantom Brave 2 : Phantom Brave 2 NSW,PBR2-NSW-EU-eshop,NSW,EU Games,201.0,9161.27,2025-03,367.2,,,4580.64,4213.429999999999
160,03-2025 : Phantom Brave 2 : Phantom Brave 2 NSW,PBR2-NSW-EU-eshop,NSW,EU Games,132.0,5993.18,2025-02,12288.96,3939.75,,2996.59,-13232.119999999999
161,03-2025 : Phantom Brave 2 : Phantom Brave 2 NSW,PBR2-NSW-EU-eshop,NSW,EU Games,132.0,5993.18,2025-02,12288.96,3597.54,,2996.59,-12889.91
162,03-2025 : Phantom Brave 2 : Phantom Brave 2 NSW,PBR2-NSW-EU-eshop,NSW,EU Games,132.0,5993.18,2025-02,12288.96,2728.24,,2996.59,-12020.609999999999
163,03-2025 : Phantom Brave 2 : Phantom Brave 2 NSW,PBR2-NSW-EU-eshop-DLC,NSW,EU Games,143.0,1482.59,2025-03,367.2,,,741.3,374.0899999999999
164,03-2025 : Phantom Brave 2 : Phantom Brave 2 NSW,PBR2-NSW-EU-eshop-DLC,NSW,EU Games,48.0,472.7,2025-02,12288.96,3939.75,,236.35,-15992.359999999999
